Cities,City name,Views,Watch time (hours),Average view duration
0x8094d882d3eb8729:0x5592e3ee010b480e,"Visalia, CA, USA",9184,666.3559,0:04:21
0x80c2d386557a87f7:0x27a87d47c140245a,"Whittier, CA, USA",9108,778.4859,0:05:07
0x88f8a5697931d1e3:0xf32808f4b379fa96,"Columbia, SC, USA",9105,1423.4069,0:09:22
0x132f6196f9928ebb:0xb90f770693656e38,"Rome, Metropolitan City of Rome Capital, Italy",9099,164.0711,0:01:04
0x88c2cddacfe8391f:0x60809ae315afa093,"Brandon, FL, USA",9073,826.4676,0:05:27
0x809ad3cad48639f1:0x118040a556d94040,"West Sacramento, CA, USA",9051,1947.098,0:12:54
0x80db7d3fc502f2f1:0x12d42ef99dd4ed8f,"Murrieta, CA, USA",9026,763.7351,0:05:04
0x54c57a231cfb16a5:0xcba25ba08e5112d4,"Grants Pass, OR, USA",8894,441.9661,0:02:58
0x39e44114f5441dcd:0xdeb5c4702063edff,"Siliguri, West Bengal, India",8883,102.3109,0:00:41
0x89c3d37f68bea199:0xf22bc5a66f83d4ea,"Edison, NJ, USA",8874,424.324,0:02:52
0x48758fcdbd9652c7:0xe5a533ffaa580f56,"Brighton and Hove, UK",8757,900.0273,0:06:10
0x3396f286eed2e61f:0x3ded82248ad9b436,"Angeles, Pampanga, Philippines",8723,152.3946,0:01:02
0x88de0d3474edb837:0xb256832a4d2d844e,"Palm Bay, FL, USA",8645,851.5627,0:05:54
0x88c2f1fde274bb19:0x75a9dfd1d23c92fb,"Clearwater, FL, USA",8643,751.9843,0:05:13
0x3bcb84ad48255d29:0x410841a999b3433,"Secunderabad, Telangana, India",8636,90.4142,0:00:37
0x1ef6bdd89a970233:0xd8129bf7d1ab70cd,"Pietermaritzburg, South Africa",8621,1613.314,0:11:13
0x8094509400e4cfe5:0x4e3d0a6140649c9d,"Clovis, CA, USA",8608,583.0806,0:04:03
0x9662c5410425af2f:0x8475d53c400f0931,"Santiago, Santiago Metropolitan Region, Chile",8601,113.9885,0:00:47
0x886ba0482c86c951:0x58993e182463d752,"Columbus, IN, USA",8588,181.6361,0:01:16
0x14a1bd1f067043f1:0x2736354576668ddd,"Athens, Greece",8584,162.0589,0:01:07
0xfdf9084b2b7a773:0xbed14ed8650e2dd3,"Accra, Ghana",8562,991.6691,0:06:56
0x80c2d2cc0c2ff1d3:0xa7d20fe96f734484,"Norwalk, CA, USA",8544,655.5171,0:04:36
0x86454b8fc898535d:0x794b81f7d1633fda,"Killeen, TX, USA",8493,922.5353,0:06:31
0x3be7b8fcfe76fd59:0xcf367d85f7c50283,"Thane, Maharashtra, India",8385,88.7154,0:00:38
0x80dd2a74c381cb63:0xf59c53811e60ea4a,"Fullerton, CA, USA",8369,607.8369,0:04:21
0x808514d0f123c8db:0x5c335616d29bf368,"Fairfield, CA, USA",8329,851.7543,0:06:08
0x487a11520fae440d:0xf1cdcd2f02caee04,"Stoke-on-Trent, UK",8319,1096.8336,0:07:54
0x86472491556d3b49:0xe6352b9b1dad110e,"Conroe, TX, USA",8309,401.1205,0:02:53
0x89e406585a2a8b0d:0x9e137dd87fca4d6d,"Worcester, MA, USA",8264,746.3052,0:05:25
0x3e361d32276b3403:0xefd901ec7a5e5676,Dammam Saudi Arabia,8196,120.4011,0:00:52
0x487704236e4aa273:0xcdf495d0d9e86209,"Northampton, UK",8152,1106.3907,0:08:08
0x54cf7c5b37361f6d:0x7db736c5541136e,"Medford, OR, USA",8112,484.1462,0:03:34
0x391e84bf169d3525:0xf233488eeb8fd8d,Jammu,8100,87.1028,0:00:38
0x80c2c2dc38330b51:0x52b41161ad18f4a,"Pasadena, CA, USA",8082,784.5532,0:05:49
0x89d4d5efa0324ca9:0xf73d52812cb23d63,"Markham, ON, Canada",8073,299.0379,0:02:13
0x8085119732ce0709:0x95933f02a8c61639,"Vallejo, CA, USA",8064,1050.3897,0:07:48
0x80dcd0a96b758aaf:0x22624f7280efd4be,"Orange, CA, USA",8053,605.7894,0:04:30
0x864c212bbbdd571f:0x9c1efd49b3841d5d,"Carrollton, TX, USA",8037,450.641,0:03:21
0x89b64047261665e5:0x63dfafe8a871ae9f,"Reston, VA, USA",7996,538.8795,0:04:02
0x1e959fc44e94e52b:0x21e34710a49d1963,"Roodepoort, South Africa",7983,1603.7479,0:12:03
0x548677a8219c8373:0xdd0a72738752b169,"Burnaby, BC, Canada",7963,275.0971,0:02:04
0x808df8964e61722f:0xa511bb11baed8121,"Salinas, CA, USA",7945,498.0762,0:03:45
0x880ee54d4ed5111b:0x7fd1f848c350e85d,"Aurora, IL, USA",7913,407.1491,0:03:05
0x6b164ca3b20b34bb:0x400ea6ea7695970,"Canberra ACT, Australia",7895,257.5105,0:01:57
0x882b268883243a77:0xdd95317585aa054b,"Vaughan, ON, Canada",7880,231.9233,0:01:45
0x48742078d93d3db7:0x2ae19f7fcefa7994,"Reading, UK",7843,807.66,0:06:10
0x8875391d24dbd177:0xe72c82eecca86d22,"Springfield, IL, USA",7832,555.131,0:04:15
0x80c32def799fa121:0x5209947000caa933,"Pomona, CA, USA",7827,560.782,0:04:17
0x88c29e37215440a1:0x96d839eb30e182b8,"Spring Hill, FL, USA",7799,751.9436,0:05:47
0x549575e85d2e60bb:0x9fc30a18adce5d2f,"Gresham, OR, USA",7774,672.7789,0:05:11
0x31cc4d8b932abdc7:0x6e65e085abb091c5,"Shah Alam, Selangor, Malaysia",7772,171.038,0:01:19
0x47d8077dccaa4605:0xaefe2de1d96d8dd5,"Peterborough, UK",7718,988.9628,0:07:41
0x80e82e6c5b563301:0xf4e0598e94d3434d,"Simi Valley, CA, USA",7696,639.9898,0:04:59
0x47d6208f7c0160ad:0x6d447e9d82f130ff,"Hull, UK",7688,993.3342,0:07:45
0x808560ac69c4cc85:0xe416004961fffef,"Concord, CA, USA",7677,619.1453,0:04:50
0x487663427e9e92a9:0xb16ca352b90b0206,"Slough, UK",7647,851.1122,0:06:40
0x88f508ebdb5f57ab:0xc3db0f7dcd03069a,"Lawrenceville, GA, USA",7615,723.3501,0:05:41
0x88fe7a42dca82477:0x35faf7e0aee1ec6b,"Charleston, SC, USA",7571,549.6661,0:04:21
0x8660c06ca7f93d25:0xb4407a5349567491,"Laredo, TX, USA",7554,373.5945,0:02:58
0x80db6402c4739eb7:0x75c5a9b3a8edfe0f,"Menifee, CA, USA",7542,608.3772,0:04:50
0x3b05bbb805bbcd47:0x15439fab5c5c81cb,"Thiruvananthapuram, Kerala, India",7488,79.3906,0:00:38
0x8808b9cdfd0300db:0xacad897828f6780,"Rockford, IL, USA",7457,699.3422,0:05:37
0x86de1ac745069869:0x636dd01df13f32bd,"Las Cruces, NM, USA",7444,552.312,0:04:27
0x864e85f4b2870675:0x5b6a119ea7f620f2,"Grand Prairie, TX, USA",7441,836.188,0:06:44
0x86f9613991a5d10f:0x4715ede17f061bf9,"Midland, TX, USA",7364,249.5116,0:02:01
0x549e235fb0cf06af:0xdae7a00670e4f06,"Spokane Valley, WA, USA",7333,447.2394,0:03:39
0x880b087039089ac1:0x2e424aa54a23bc1e,"Bloomington, IL, USA",7332,583.4325,0:04:46
0x1e9574b0839fe795:0x4443ba51b0acaf0d,"Randburg, South Africa",7318,1308.8539,0:10:43
0x864c172e4d9479bd:0xcae82aa992de2cd5,"Allen, TX, USA",7303,340.8636,0:02:48
0x47d8a1494a4cce5b:0xd4405940c0cf45ab,"Ilford, UK",7290,801.365,0:06:35
0x46dd93fb5c6408f5:0x400d18c70e9dc40,"Vilnius, Vilnius City Municipality, Lithuania",7288,115.5159,0:00:57
0x883b2ac1b54f886b:0xb66cd49527fcdc51,"Windsor, ON, Canada",7228,183.2576,0:01:31
0x88de0e2c4771994d:0x8bcdb254a90cd2a8,"Melbourne, FL, USA",7208,486.2921,0:04:02
0x876c65534dd3ee71:0xcd7854dd18c9f55c,"Thornton, CO, USA",7207,272.3469,0:02:16
0x6d6d227487a63621:0x500ef6143a29903,"Hamilton, New Zealand",7192,339.2553,0:02:49
0x87528cddfa3588b3:0xf57b74998d78ace5,"West Valley City, UT, USA",7187,273.4546,0:02:16
0x872d28d400717ceb:0x9a43de752eefedd,"Prescott, AZ, USA",7139,494.182,0:04:09
0x80d66287214dadd9:0xcfa93a07f59e4258,"Yuma, AZ, USA",7138,574.7127,0:04:49
0x89e7ce9dad067a5d:0x7afcd15cf4aef2b0,"Wallingford, CT , USA",7071,847.4381,0:07:11
0x8640de10e11b70cb:0x2779e11b2263d8cc,"Sugar Land, TX, USA",7064,586.1327,0:04:58
0x487080d43225d7fd:0x526da09547380126,"Wolverhampton, UK",7044,952.8413,0:08:06
0x874d9271930bf1bf:0x1d90f12600b556ef,"Provo, UT, USA",7026,176.607,0:01:30
0x88c337e69db2c22b:0xe335341d1d5715d9,"Sarasota, FL, USA",6994,598.6968,0:05:08
0x80db6252f51abe23:0x68bc0e88a03806a8,"Temecula, CA, USA",6984,417.9712,0:03:35
0x5354594e739512b5:0x2311c9fc094c49c9,"Idaho Falls, ID, USA",6969,271.1824,0:02:20
0x88f58523717bebd7:0x1f85f06242e1c19d,"Cumming, GA, USA",6940,392.2886,0:03:23
0x89d51d21ccd37533:0xdd8ceff2f844fcbf,"Oshawa, ON, Canada",6917,175.8655,0:01:31
0x4844900891beb961:0xa00c7a99731c5d0,"Cork, Ireland",6876,376.1409,0:03:16
0x864c1ee979bea767:0x2cdb29c046270495,"Richardson, TX, USA",6862,274.0773,0:02:23
0x397c428f8fd68fbd:0x2155716d572d4f8,"Bhopal, Madhya Pradesh, India",6839,70.0615,0:00:36
0x80e8255670288891:0x8d2e7a0147cc2e26,"Thousand Oaks, CA, USA",6837,458.5992,0:04:01
0x88f9d097160baa41:0x3ee78afde3aa0be4,"Augusta, GA, USA",6831,1087.4743,0:09:33
0x487b0629dc3b1c93:0xcaa40cfafe557822,"Bolton, UK",6799,919.3211,0:08:06
0x808f7bfb84de63c9:0x2cb4e0db0e13fa57,"Daly City, CA, USA",6789,805.4171,0:07:07
0x89c2c0080943afa1:0xbe967384a4d8daa2,"Yonkers, NY, USA",6684,782.3962,0:07:01
0x808565e0f15c8c29:0xb3101633da15bff4,"Richmond, CA, USA",6660,615.7839,0:05:32
0x390578e3e35d6e67:0x1f7e7ff6ff9f54b7,"Shimla, Himachal Pradesh, India",6633,69.4441,0:00:37
0x80db6437859615a9:0x693c76f668b570c2,"Hemet, CA, USA",6626,599.2209,0:05:25
0x8644d5fd54dafbdf:0x61ec34de94c03a09,"Georgetown, TX, USA",6624,371.7322,0:03:22
0x88d9a96fc7ff31a7:0x7d77abe75b7b868,"Hollywood, FL, USA",6617,600.585,0:05:26
0x46b54afc73d4b0c9:0x3d44d6cc5757cf4c,"Moscow, Russia",6583,77.0745,0:00:42
0x53486f8888fa9d97:0x373556d4f179b550,"Billings, MT, USA",6560,266.1556,0:02:26
0x80ca44d0984939e5:0x531707f2f8a11c1e,"St. George, UT, USA",6528,285.9479,0:02:37
0x888ccd1b583531f5:0x728c50a9eee10361,"Columbus, GA, USA",6525,855.5141,0:07:52
0x80c35d0ec347107f:0x703e35af9583a20,"Hesperia, CA, USA",6517,632.4178,0:05:49
0x876b881ea2597f9f:0xa8cf57703f744417,"Westminster, CO, USA",6496,239.5729,0:02:12
0x89e65311f21151a5:0xcc8e4aa8e97d5999,"Hartford, CT, USA",6479,641.3869,0:05:56
0x54910b5c3e02b575:0x14d5b5f61ad5bb0e,"Lacey, WA, USA",6419,387.1516,0:03:37
0x2dd7fbf8381ac47f:0x3027a76e352be40,"Surabaya, East Java, Indonesia",6416,98.5875,0:00:55
0x1e957b0df5954b27:0x474f6dba7062227f,"Centurion, South Africa",6356,1150.6239,0:10:51
0x89c439929f4adce1:0xeaf9df4b246824a1,"Allentown, PA, USA",6319,614.2573,0:05:49
0x6bd5f029558a6497:0x400eef17f2081b0,"Townsville QLD, Australia",6312,234.1348,0:02:13
0x88f510968647065d:0xb18756c6328ee981,"Marietta, GA, USA",6305,474.8387,0:04:31
0x80831f8dfc236487:0x308eeb8f793a4538,"Chico, CA, USA",6245,294.8989,0:02:49
0x88598ca93c0f6f09:0x94ef31c106343a5d,"Asheville, NC, USA",6232,303.1187,0:02:55
0x38e1855686e3c5ef:0x66244b7cc1e305c6,Srinagar,6228,67.5666,0:00:39
0x8824df5dbcedcfeb:0x85542cfd06a6e1f1,"Clinton Twp, MI, USA",6223,361.5548,0:03:29
0x54d291d63b4a202f:0x1f3358ec7b360f57,"Redding, CA, USA",6221,377.4912,0:03:38
0x88c3164fdea682f1:0xfa9d3b7d4ef1fd5a,"Bradenton, FL, USA",6204,458.5475,0:04:26
0x357ca28b61c565cd:0x858aedb4e4ea83eb,"Seoul, South Korea",6193,88.5761,0:00:51
0x8085576395afa0d5:0x56a463c2c947559,"Antioch, CA, USA",6165,662.7649,0:06:27
0x86405890a6fe33a9:0xcabb7507f4a5ccee,"Pearland, TX, USA",6164,465.5139,0:04:31
0x876b88bf184901ff:0x1f855e310a07f8ec,"Arvada, CO, USA",6157,215.4009,0:02:05
0x48761158a02507f9:0x24d74f8999e25bd9,"Harrow, UK",6146,642.4902,0:06:16
0x883cb00dd4431f33:0xdb09f94686c8b5e2,"Ann Arbor, MI, USA",6138,241.4702,0:02:21
0x88c2b0ddf8a16433:0xeffd9fcf6db33e5a,"Wesley Chapel, FL, USA",6125,435.5036,0:04:15
0x80993ed409896c93:0xf189599a50856df9,"Sparks, NV, USA",6105,297.0408,0:02:55
0x1c0b1b5cb30c01ed:0xe4b84940cc445d3b,"Windhoek, Namibia",6086,1013.4325,0:09:59
0x89e6e62c08e4b81f:0x1d1808da41b9aabd,"Springfield, MA, USA",6079,776.6092,0:07:39
0x87dcabf3bb8182c9:0xa011692dbabd6f20,"Columbia, MO, USA",6078,250.2585,0:02:28
0x4871444f3ddbe4e5:0xa556bf37e9c5949a,"Swindon, UK",6057,621.0939,0:06:09
0x89e444e0437e735d:0x69df7c4d48b3b627,"Providence, RI, USA",6045,561.3641,0:05:34
0x390db00b8670400b:0x9efbd3cd589b645e,"Sonipat, Haryana, India",6034,63.2327,0:00:37
0x549008cc03bb6f23:0xcd42b24716babb9f,"Renton, WA, USA",6013,526.2929,0:05:15
0x866f7f6bc3fc6519:0xb1df1a694856522c,"Brownsville, TX, USA",6008,242.3845,0:02:25
0x80dca1d2aacc01ff:0x3af37d5bccbc9f28,"Perris, CA, USA",5968,420.2831,0:04:13
0x87b6623d6eab4e11:0x2825ab3846a6265c,"Broken Arrow, OK, USA",5956,185.7949,0:01:52
0x880e456bec363d7d:0x9f9e66f7a36bc042,"Joliet, IL, USA",5946,262.4686,0:02:38
0x3e91ffa8879aafc9:0xdb53876d0d79a72c,"Muscat, Oman",5923,98.2868,0:00:59
0x87f75f4ba35f2c4b:0xf0951c175661c63d,"Rochester, MN, USA",5919,298.432,0:03:01
0x94ce448183a461d1:0x9ba94b08ff335bae,"São Paulo, State of São Paulo, Brazil",5910,91.2458,0:00:55
0x80c333293d7c8927:0x3fdade98a0dd6785,"Chino, CA, USA",5897,406.9576,0:04:08
0x87ca4cba8eb3768f:0xefb5b7d2152bfa8a,"Fort Smith, AR, USA",5896,189.2609,0:01:55
0x882d7fe13db2f71f:0x89f3ae2e121d5b0a,"Erie, PA, USA",5881,532.6254,0:05:26
0x89d30c9f9c3ba78b:0x19de2cf5e45e6032,"Cheektowaga, NY, USA",5880,174.5292,0:01:46
0x864f82f1230151d3:0xfbd74b03d6d1aa10,"Waco, TX, USA",5863,411.6707,0:04:12
0x8824d083185a6a51:0xd55ef45fe74082c2,"Warren, MI, USA",5863,511.0953,0:05:13
0x88f517173d18a0fd:0x9d4c3024f39900f7,"Woodstock, GA, USA",5851,251.2016,0:02:34
0x87528ef8ed5eba6f:0x7229563bc344160,"West Jordan, UT, USA",5841,163.4186,0:01:40
0x46929499df5616bf:0x400b36d18fc6270,"Tallinn, Estonia",5837,73.8241,0:00:45
0x46eecfb0e5073ded:0x400cfcd68f2fe30,"Riga, Latvia",5835,92.5057,0:00:57
0x54905817fd0d36db:0xd4d9d813280ec095,"Federal Way, WA, USA",5835,517.39,0:05:19
0x87bf02e4daec7a29:0xbe2be7d06ae3a7f0,"Topeka, KS, USA",5804,363.9694,0:03:45
0x872a4ecae0bd15ad:0x58dfdb4271bf76ea,"San Tan Valley, AZ, USA",5780,229.0056,0:02:22
0x54b8c0ffa5d3d251:0x1088e7acc720d1b4,"Bend, OR, USA",5774,330.6579,0:03:26
0x89a9f5a20debaed5:0x5e66493884093032,"Wilmington, NC, USA",5762,234.2232,0:02:26
0x80c2a4cec2910019:0xb4170ab5ff23f5ab,"Santa Monica, CA, USA",5751,505.9638,0:05:16
0x884080d5aedd1403:0xa640e392f20e4ce4,"Dayton, OH, USA",5751,1009.3417,0:10:31
0x809014590a55994d:0xe8466f79e0af1499,"Tracy, CA, USA",5746,407.8744,0:04:15
0x88f51549a6182ce5:0x7f6582bc0c20bc3f,"Acworth, GA, USA",5718,470.1218,0:04:55
0x88dd841a37150be7:0x94e7cd9711fdc20d,"Kissimmee, FL, USA",5704,497.1199,0:05:13
0x8871d5133156772d:0xb52e4939112ac99d,"Evansville, IN, USA",5697,481.0589,0:05:03
0x8646848619463ca3:0xc969c74db6bf6ac9,"College Station, TX, USA",5696,100.7949,0:01:03
0x487398a0b1a067fd:0x3b2ee0156ba92c94,"Bournemouth, UK",5676,533.6245,0:05:38
0x808fd1e73ae62a5f:0x7863e1c0ad3aa527,"Milpitas, CA , USA",5674,614.7647,0:06:30
0x864dd6e03178d70f:0xb9151050cbdd73b2,"Keller, TX, USA",5645,202.2666,0:02:08
0x88e6943690c777a3:0xa6f75656c8965c92,"Palm Coast, FL, USA",5643,519.5183,0:05:31
0x8713a2f3071bb165:0xa82d6ba368c7b82e,"Pueblo, CO, USA",5616,405.942,0:04:20
0x88f66d19b4b433b9:0x4d747202d69d617c,"Athens, GA, USA",5598,291.9559,0:03:07
0x80e9ad155097394d:0x24eff57c367aeae8,"Ventura, CA, USA",5592,411.7712,0:04:25
0x4884054c1fd77549:0xe8bb05da5cf4c472,"Aberdeen, UK",5586,537.797,0:05:46
Showing top 500 results,,,,