Date,Views,Watch time (hours),Average view duration,Estimated revenue (USD),Video title,Video publish time,Duration,Video views,Watch time (hours),Subscribers,Video estimated revenue (USD)
1/26/24,452628,68189.8087,0:09:02,2399.595,Stranded Vessel Rescue! | Coast Guard Alaska | Full Episode,20-Jun-20,2553,53351,19216.251,58,534.084
1/25/24,541104,85470.6976,0:09:28,2943.596,Kid's Book Conceals Contraband - Border Security Australia,31-Aug-24,1330,52566,12008.3448,13,501.59
1/24/24,395861,61345.4939,0:09:17,1949.415,UK Border Force | Interpol Suspects! | Season 2 Episode 8 - Full Episode,18-Apr-21,2665,51973,22734.3614,34,490.533
1/23/24,401504,61502.1549,0:09:11,1954.598,Border Security Marathon - Arrests Everywhere,10-Sep-24,6551,50794,33299.0411,29,1012.345
1/22/24,295820,50519.9518,0:10:14,1572.463,Four Episodes Back to Back! - Border Security Australia - DangerTV,21-Sep-24,5470,50773,34207.5804,19,1043.352
1/21/24,304431,50514.6917,0:09:57,1485.731,Helicopter Search - Lost Kayakers! | Coast Guard Alaska | Full Episode,17-Jul-20,2553,50644,21130.8568,62,649.805
1/20/24,316514,57708.1987,0:10:56,1760.232,UK Border Force Bust Illegals from Iraq | Season 2 Episode 2 - Full Episode,10-Apr-21,2700,50463,20735.5489,29,539.266
1/19/24,274917,50488.5635,0:11:01,1677.137,Strange Last Minute Traveler | Border Security: Canada's Front Line,16-Nov-22,1301,50364,12308.9746,17,440.669
1/18/24,298181,57786.4223,0:11:37,1913.213,Who is She Really? - Border Security Australia,5-Sep-24,1351,50345,11490.8021,34,473.068
1/17/24,247890,45794.5839,0:11:05,1396.419,Seconds to Save Sinking Ship! | Coast Guard Florida | Full Episode,21-Aug-20,2553,50172,15907.6327,100,
1/16/24,270505,47830.5759,0:10:36,1429.316,Friday's Big Border Busts - Border Security Australia,2-Aug-24,8540,49978,25141.6567,26,607.493
1/15/24,277487,48043.639,0:10:23,1454.011,Are They Smuggling People - Border Security Australia - DangerTV,21-Sep-24,1325,49834,10274.1737,13,478.006
1/14/24,301163,51883.784,0:10:20,1556.16,Mountain Biker Rejected at the Border | Border Security: Canada's Front Line,29-May-22,1301,49810,11332.9476,21,457.4
1/13/24,330648,56540.1668,0:10:15,1734.979,Frozen Fisherman Rescue | Coast Guard Alaska | Full Episode,11-Jul-20,2553,49601,18003.7712,43,598.831
1/12/24,315787,50799.3032,0:09:39,1561.483,Psychic Security - Border Security Australia,29-Oct-24,1336,49254,11416.8504,26,668.675
1/11/24,365836,55965.0156,0:09:10,1718.648,Four Huge Border Canada Episodes - Canada Livestream!,20-Jul-24,5186,49195,27354.7861,22,629.466
1/10/24,350796,48997.4899,0:08:22,1420.059,Emotional Baggage | Border Security: Australia's Front Line,24-May-24,1421,47687,9201.1378,37,338.375
1/9/24,354251,53290.0806,0:09:01,1507.203,Border Patrol busts cocaine smuggler who hides drugs in art #borderpatrol #bordersecurity #border,30-Jan-24,50,47151,569.7339,78,1.636
1/8/24,387947,55577.1648,0:08:35,1597.456,"Yeah, We Test for That - Border Security Australia",15-Sep-24,1381,46161,10798.6174,22,481.684
1/7/24,427944,63232.1674,0:08:51,1606.176,Broken Neck Rescue! | Coast Guard Alaska | Full Episode,8-Aug-20,2554,46106,18460.5122,40,581.67
1/6/24,474261,73485.9709,0:09:17,2445.674,Time To Go Home - Border Lunch Broadcast,11-Oct-24,5645,45938,32731.8312,10,1416.801
1/5/24,440290,63049.3248,0:08:35,1766.487,Agents Question Soldier on the Run | Border Security: Canada's Front Line,25-Apr-22,1291,45898,10255.4675,25,401.38
1/4/24,453234,72034.1915,0:09:32,2063.856,Border Security Australia rips open chip bags looking for drugs #bordersecurity,28-Apr-24,38,45605,377.377,55,1.531
1/3/24,489468,63157.5395,0:07:44,1681.917,American Partiers Questioned | Border Security: Canada's Front Line,11-Nov-22,1311,45450,11041.656,17,366.563
1/2/24,532525,65133.0834,0:07:20,1612.04,Severed Hand Rescue! | Coast Guard Alaska | Full Episode,1-Aug-20,2554,44857,17882.7719,90,0.001
1/1/24,680532,64193.069,0:05:39,1349.25,Meth-od Man - Border Security Australia,17-Sep-24,1356,44615,9711.2356,59,506.22
12/31/23,564467,54169.1016,0:05:45,1499.225,Big Bust! | NightGuard Security Season 1 Episode 7 | Full Episode,25-Nov-20,2524,44453,13458.1099,182,
12/30/23,672764,63186.5502,0:05:38,1914.222,Rough Seas Rescue off the Coast of Miami | Coast Guard Florida | Full Episode,29-Aug-20,2553,44307,13006.7578,71,
12/29/23,608858,56782.0019,0:05:35,1722.228,Meth Cook? - Border Security Australia | DangerTV,17-Nov-24,1366,44254,8530.6975,43,453.75
12/28/23,501345,61102.9239,0:07:18,1893.542,Spinal Cord Injury Water Rescue! | Coast Guard Florida | Full Episode,14-Aug-20,2553,44232,17259.3384,60,
12/27/23,444862,44834.2783,0:06:02,1340.464,Car Jackers | NightGuard Security Season 1 Episode 11 | Full Episode,13-Dec-20,2619,44165,12956.1608,130,
12/26/23,385108,40999.244,0:06:23,1350.526,Meth Head Investigated by Agents | Border Security: Canada's Front Line,7-May-22,1301,43896,10333.3869,21,450.13
12/25/23,490137,35130.3249,0:04:18,1193.754,Saving Sailors in the Water | Coast Guard PNW - Cape Disappointment Pacific Northwest | Full Episode,4-Sep-20,2553,43550,15251.661,66,531.449
12/24/23,773854,37699.6191,0:02:55,1210.902,Armed Manhunt! | Coast Guard Cape Disappointment Pacific Northwest | Full Episode,18-Sep-20,2553,43450,12786.4848,56,475.454
12/23/23,935495,41306.9915,0:02:38,1381.864,Texas military man arrested at Canadian border #texas #canada #bordersecurity #dangertv,11-Feb-23,27,43404,333.9192,36,5.598
12/22/23,875492,44604.4713,0:03:03,1671.684,Illegal Duck Eggs?  | Border Security: Australia's Front Line,7-Aug-22,1330,43271,11259.1694,17,380.209
12/21/23,877026,51639.9431,0:03:31,2066.225,Laptop Full of Drugs - Border Security Australia,17-Oct-24,1381,43248,9611.9358,25,548.533
12/20/23,471502,42449.8725,0:05:24,1756.259,UK Border Agency Finds Loads of Hidden Cash! | Border Patrol,4-Dec-19,1381,43040,8207.0419,33,54.143
12/19/23,304275,42847.8217,0:08:26,1761.423,Merry Bust-Mas! - Border Security Australia - DangerTV,16-Sep-24,7007,43004,30636.9598,17,830.884
12/18/23,240675,41967.7937,0:10:27,1779.763,Culture Clash - Border Security Australia,3-Nov-24,1385,42628,10512.9995,21,545.47
12/17/23,236393,44326.9808,0:11:15,1807.337,Coke Mules Gone Wild! | Border Security: Australia's Front Line,16-May-24,1381,42410,7557.2696,10,402.761
12/16/23,220047,39666.696,0:10:48,1581.127,Beetles and Butterflies | Border Security: Canada's Front Line,5-Dec-22,1306,42294,10892.5601,14,328.142
12/15/23,235197,41875.7278,0:10:40,1912.624,"Dragging ""The Agulhas"" Container Ship Wreck | The Salvage Masters",12-May-23,2645,42280,9227.9785,118,352.522
12/14/23,237172,45876.8183,0:11:36,1993.224,Border Agents Make Uncomfortable Discovery at Gatwick Airport | UK Customs Border Patrol,31-Jul-19,1389,42236,5786.9762,49,158.748
12/13/23,217239,40310.246,0:11:08,1868.81,Honduran Drug Runners | Border Security: Canada's Front Line,16-Apr-22,1311,42209,10405.8097,12,367.652
12/12/23,209319,41200.2862,0:11:48,1819.654,What's in the Rug? - Border Security Australia,7-Oct-24,1400,42136,10189.997,29,485.108
12/11/23,208011,40757.3038,0:11:45,1710.418,Texas Jeff | Border Security: Australia's Front Line,22-Jul-22,1465,42035,12021.1096,14,412.766
12/10/23,250621,45499.5315,0:10:53,1732.643,Canadian Border Lies,28-Nov-23,40,41887,383.2657,28,6.439
12/9/23,237267,45133.2391,0:11:24,1716.845,Rookie Detector Dog Debuts | Border Security: Australia's Front Line,9-Nov-23,1271,41565,9189.0186,21,406.596
12/8/23,239750,47194.4528,0:11:48,2027.993,Corey Feldman Gets Detained at the Border | Border Security: Canada's Front Line,20-Mar-22,1311,41562,8558.0287,51,353.838
12/7/23,277065,52113.8077,0:11:17,2309.227,Big Interrogation Fail - Border Security Australia,25-Oct-24,1395,40999,8733.4811,17,499.142
12/6/23,266431,48576.3881,0:10:56,2055.446,Canadian Border Patrol tears apart trailer looking for handgun #bordersecurity,12-Apr-24,55,39998,477.0415,25,8.482
12/5/23,255227,47168.3279,0:11:05,2013.495,That's not my Bag - Border Dinner Broadcast,14-Oct-24,5736,39616,20940.13,15,559.033
12/4/23,260492,47807.3819,0:11:00,2061.226,Ex-Con Runs in to Trouble at Border | Border Security: Australia's Front Line,26-Mar-23,1263,39614,9771.3889,22,338.58
12/3/23,250567,44026.9272,0:10:32,1812.534,Drugs Hidden in Fish? | Border Security Australia,13-Sep-24,1400,39380,9590.9437,18,412.166
12/2/23,237545,41154.5228,0:10:23,1737.855,What is Diplomatic Immunity? - Border Security Australia,21-Nov-24,5513,39338,16630.3006,30,670.615
12/1/23,245189,39002.4297,0:09:32,1919.646,Oil Rig Worker Interrogated by Border Security | Border Security: Canada's Front Line,26-Mar-22,1311,38980,9219.5574,21,358.855
11/30/23,254153,41178.3958,0:09:43,2151.775,Machine Gun Smuggled Illegally in Pieces | Border Security: Canada's Front Line,28-Mar-22,1311,38973,9099.0779,16,312.74
11/29/23,252054,36416.7858,0:08:40,1866.345,Swimmers in the Water! | Coast Guard Alaska | Full Episode,4-Jul-20,2553,38760,15180.841,32,392.514
11/28/23,259594,37583.8964,0:08:41,1945.983,Japanese traveler stopped when leaving the country. #bordersecurity #borderpatrol #japan #cops,14-Mar-23,58,38112,526.4627,48,5.141
,,,,,Helicopter Wars | The Taliban Gambit! | Season 1 Episode 1 | Full Episode,31-Mar-21,3017,37455,8906.9014,149,23.202
,,,,,Passengers Tiny Lies Get Them in Big Trouble - Border Security Canada,28-Sep-24,5270,37286,21613.5792,27,692.975
,,,,,Rocky Shore Rescue! | Coast Guard Alaska | Full Episode,11-Jul-20,2553,37216,16268.0178,25,358.992
,,,,,Trauma Patient Rescue | Coast Guard Alaska | Full Episode,13-Jul-20,2553,36536,13569.9755,35,439.131
,,,,,Emergency Rescue! | Coast Guard Alaska | Full Episode,25-Jul-20,2553,36419,13511.8199,36,454.821
,,,,,Banned by Border Security Australia | Border Security: Australia's Front Line,13-Jun-24,1325,36391,7056.5795,18,296.113
,,,,,Immigration HeartBreak - Border Security Australia | DangerTV,8-Nov-24,1366,36266,7956.7517,18,328.688
,,,,,Ice Man | Border Security: Australia's Front Line,4-Jul-22,1441,35910,7491.3605,24,355.871
,,,,,Border Security stops One Million Dollars worth of tobacco #smuggling #concealment #borderforce,24-Jan-24,46,35779,407.2781,24,4.366
,,,,,DUI Record Disrupts Family Holiday | Border Security: Canada's Front Line,15-Jun-22,1276,35614,8052.6556,20,304.406
,,,,,Past Convictions Catch Up | Border Security: Canada's Front Line,30-Nov-22,1306,35414,9381.5533,14,271.852
,,,,,Logging Accident Head Injury Rescue! | Coast Guard Alaska | Full Episode,5-Aug-20,2554,35156,13505.2694,35,
,,,,,Rough Takedown! | NightGuard Security Season 1 Episode 8 | Full Episode,28-Nov-20,2660,35105,10809.5224,89,14.15
,,,,,Banned for Bringing Food - Border Security Australia - DangerTV,18-Sep-24,6925,34912,25162.0311,0,703.845
,,,,,Smuggling into Monday - Border Security Live,20-Aug-24,5609,34787,18589.8298,13,499.967
,,,,,Man Stood Up by Internet Bride | Border Security: Australia's Front Line,24-Jun-22,1356,34615,7816.6919,24,307.281
,,,,,Hunting Undocumented Workers | Border Security: Australia's Front Line,11-Jun-23,1486,34588,10208.5972,21,336.869
,,,,,Dripping in Sweat - Border Security Australia | DangerTV,19-Nov-24,1411,34395,7394.2014,14,356.68
,,,,,Boxer Busted Over Testosterone Smuggle - Border Security Australia,7-Sep-24,1411,34365,8063.5244,11,343.094
,,,,,Cardiac Arrest Cruise Ship Clearwater Rescue! | Coast Guard Florida | Full Episode,15-Aug-20,2553,34136,11735.4498,39,339.873
,,,,,Border Agents Protecting the Border from Smugglers | Border Patrol | Locked Up Abroad,7-Nov-19,1382,33951,5198.6691,33,167.952
,,,,,Medivac Air Rescue! | Coast Guard Alaska | Full Episode,5-Aug-20,2553,33788,13165.0022,21,0
,,,,,Daring Drug Smugglers Captured At Border! | UK Border Force,8-Jul-19,1389,33701,6034.8182,25,135.223
,,,,,Fake Marriage for Passport? Border Security Australia,1-Oct-24,1390,33541,7625.2407,10,428.338
,,,,,Border Security finds $200k worth of Cocaine in Her Belly! #smuggling #concealment #airportsecurity,17-Jan-24,50,33411,374.3498,21,4.009
,,,,,Big Terror? - DangerTV - Border Security Australia,22-Nov-24,1301,33240,6836.4208,33,371.614
,,,,,Toilet Trouble | NightGuard Security Season 1 Episode 6 | Full Episode,21-Nov-20,2471,33169,11375.073,100,
,,,,,Deadly ATV Accident | Coast Guard Alaska | Full Episode,20-Jul-20,2554,32980,12271.1148,42,416.224
,,,,,UK Border Force | Expelled from the Country! | Season 2 Episode 4 - Full Episode,12-Apr-21,2660,32331,11852.374,11,369.114
,,,,,Boat Stuck in Heavy Waves Rescued | Coast Guard Alaska | Full Episode,18-Jul-20,2553,32239,13037.9319,26,404.126
,,,,,MMA Training | NightGuard Security Season 1 Episode 10 | Full Episode,4-Dec-20,2768,32210,13530.7284,46,
,,,,,Border Security rips apart luggage and finds tons of bad stuff | Border Security: Australia's Front,2-Jun-24,1445,31996,6491.8609,22,313.64
,,,,,Heavily armed American family stopped at Canadian border.,6-Apr-23,38,31824,297.5018,18,4.401
,,,,,What happens when you can't unlock your phone at the border?,19-Mar-23,58,31821,441.121,21,3.813
,,,,,Couple Tries Bringing Weed Across Border | Border Security: Canada's Front Line,21-May-22,1301,31812,7684.4792,17,294.445
,,,,,Border Agents Search For Smugglers at Manchester Airport | Border Patrol,26-Jul-19,1384,31741,5385.9598,44,140.107
,,,,,Missing | NightGuard Security Season 1 Episode 2 | Full Episode,30-Oct-20,2472,31632,9053.2432,94,
,,,,,UK Border Force Customs Agents Crackdown on Illegal Workers,5-Dec-19,2672,31492,12095.1929,22,181.567
,,,,,Lookin' For a Fight - Border Security Australia | DangerTV,15-Nov-24,1325,31461,6612.6454,17,351.246
,,,,,Running of the Bulls is Back! | Day 1 | Full Run 2022,7-Jul-22,200,31253,1073.9024,33,99.649
,,,,,Border Force confiscates Iranian Spices #smuggling #airportsecurity #bordersecurity,7-Jan-24,48,30959,323.0251,21,3.514
,,,,,Rescued from a Cruise Ship! | Coast Guard Alaska | Full Episode,27-Jun-20,2553,30850,11511.8342,28,271.861
,,,,,DangerTV - The Most Dangerous Place on Youtube!,5-Apr-22,31,30741,171.4306,58,
,,,,,Mexican Drug Courier? | Border Security: Canada's Front Line,19-Nov-22,1306,30707,7188.027,14,272.374
,,,,,Matadors get Gored by Bulls | Spanish Bull Fighting Legends! | Part 1,5-Dec-19,2771,30680,4398.1057,85,28.191
,,,,,Family Business | NightGuard Security Season 1 Episode 1 Premier | Full Episode,23-Oct-20,2615,30345,9002.2922,118,
,,,,,Sri Lanka Long Range Patrol Undergo World's Toughest Training | Special Forces,12-Apr-18,2861,30195,3586.2847,281,
,,,,,Suspicious traveler gets a once over - Part Three,29-Mar-24,31,30174,227.5785,26,6.152
,,,,,Coast Guard Rescues Their Own Ship | Coast Guard: Cape Disappointment,23-Sep-20,2554,29769,9507.5212,53,296.053
,,,,,Agents Escalate Search After Meth Pipe Discovery | Border Security: Canada's Front Line,3-Apr-22,1311,29663,7338.2431,11,265.568
,,,,,Fungal Invasion - Border Patrol Binge,6-Oct-24,5550,29559,15953.1252,11,596.127
,,,,,Border Security breaks open blender looking for suspicious goods #bordersecurityaustralia,7-May-24,58,29518,398.0032,65,6.272
,,,,,What Did He Swallow?? - Wednesday Border Patrol Binge,3-Oct-24,5476,29486,19000.1695,15,634.281
,,,,,Strict Border Agent Questions Illegal Immigrant | UK Border Force,1-Jul-19,2649,28817,10674.1978,20,194.853
,,,,,New Zealand's Deadly Whakaari Volcano Eruption | Stories Of Survival,3-Mar-23,3151,28743,6960.3994,83,271.765
,,,,,Uncovering 2015 Bermuda Triangle Shipwreck | The Salvage Masters,30-Jun-23,2761,28504,5865.1644,43,204.405
,,,,,What Went Wrong | The Grenfell Tower Fire,10-Jul-23,2765,28432,6139.732,167,205.449
,,,,,Guns and Ammo Raise Eyebrows | Border Security: Canada's Front Line,9-Dec-22,1306,28180,6556.683,18,239.522
,,,,,Marine Team Searches Ship Loaded with Guns | Border Security: Canada's Front Line,13-May-22,1301,28057,6341.8764,14,251.695
,,,,,Veteran Cuffed After Glock Discovery | Border Security: Canada's Front Line,24-Oct-22,1306,28056,5498.9776,19,210.649
,,,,,Trauma Hoist Rescue! | Coast Guard Alaska | Full Episode,22-Jul-20,2554,27608,10856.9258,17,334.675
,,,,,Border Agents Scrub 747 | Border Security: Canada's Front Line,23-Apr-22,1286,27472,6509.036,4,241.522
,,,,,Agents Stop Snoop Dogg's Cousin | Border Security: Canada's Front Line,29-Apr-22,1306,27251,6356.0462,14,270.402
,,,,,Big Bust Marathon - Four Episodes! - DangerTV - Border Security,22-Sep-24,5459,27207,14584.4516,9,362.963
,,,,,Haters Gonna Hate | Border Security: Canada's Front Line,5-Nov-22,1306,26738,5804.9063,9,221.239
,,,,,Medivac Rescue! | Coast Guard Alaska | Full Episode,4-Jul-20,2553,26729,10321.7559,18,231.538
,,,,,The Airport Security Check says No Self Defense for You!,5-Dec-23,30,26691,181.6307,8,4.55
,,,,,100 Foot Wave | Nazare Calling | Full Length Documentary,19-Sep-21,3485,26625,3640.1913,64,
,,,,,Banned for past crimes - Border Security Australia,29-Sep-24,1400,26539,5875.4009,11,249.599
,,,,,Ghostbusters | Border Security: Canada's Front Line,14-Dec-22,1306,26422,6467.6311,17,217.842
,,,,,Busted - Go to Trial - Border Security Australia - Border Security Australia,31-Oct-24,5451,26360,14607.6356,8,558.327
,,,,,Why So Serious? - Border Patrol Binge,8-Oct-24,5349,26333,15965.3375,3,516.095
,,,,,Searching for Bridge Jumper in Shark Infested Waters! | Coast Guard Florida | Full Episode,28-Aug-20,2553,26268,8296.2254,18,
,,,,,Hurricane Katrina New Orleans Hospital Disaster | Trapped Emergency | Nature Documentary,27-Apr-18,2986,26069,6208.5658,136,275.281
,,,,,Airport Security confiscates millions of Yen from traveler #bordersecurity #moneyheist #paycheck,30-Dec-23,39,25959,184.3561,9,3.745
,,,,,Death Sentence #borderpatrol #uk,21-Aug-23,46,25677,310.0866,33,3.244
,,,,,Agents Make Discovery on American Tug | Border Security: Canada's Front Line,15-May-22,1301,25673,6360.6902,13,228.945
,,,,,Dangerous Accident Rescue! | Coast Guard Alaska | Full Episode,24-Jul-20,2554,25660,10436.3049,18,294.076
,,,,,Bag spilling with food surprises Border Security in Australia #borderpatrol,23-Apr-24,56,25477,283.5579,31,4.458
,,,,,Border Security tears apart machine parts #smuggling #bordersecurity #borderpatrol,1-Apr-24,55,25445,319.1287,28,5.295
,,,,,Party Boy Profiling!,27-Dec-23,44,25339,259.4407,17,3.379
,,,,,Past Crimes - Border Security Australia,30-Jul-24,1356,25300,5063.5068,11,92.214
,,,,,Border Patrol uncovers heroin hidden in makeup #borderpatrol #customs #smuggling,1-Feb-24,35,25280,241.2752,39,1.552
,,,,,End of Weekend Border Binge!,20-Oct-24,5613,25126,13118.9582,4,472.723
,,,,,Really stupid way to smuggle drugs #smuggling #bordersecurity,29-Dec-23,38,25122,248.0466,27,3.768
,,,,,Warrant Issued - Friday Afternoon Border Binge,18-Oct-24,5483,25013,13968.7512,-3,582.376
,,,,,This is why you can't bring fluids on planes #airportlife #bordersecurity #airportsecurity,4-Jan-24,25,24902,172.8476,7,3.196
,,,,,Australian Border Marathon - From Student Visas to LOTS of contraband,3-Sep-24,5554,24775,11894.4323,5,397.712
,,,,,Lip Filler  - Border Security Australia | DangerTV,12-Nov-24,1416,24734,5507.4043,1,257.718
,,,,,Hillbilly Heroin - Border Security Australia | DangerTV,7-Nov-24,1356,24640,5006.3083,7,213.175
,,,,,Ferrari Tests Positive Drugs | Border Security: Australia's Front Line,18-Jul-22,1276,24361,5295.3663,14,59.737
,,,,,Belly Full of Bad Ideas - Border Security Australia | DangerTV,11-Nov-24,1316,24356,4948.3131,5,260.887
,,,,,Banned for Three Years - Border Security Australia,29-Oct-24,5515,24310,11179.4688,-7,492.212
,,,,,Coast Guard Swimmer Rescue! | Coast Guard PNW - Cape Disappointment Pacific Northwest | Full Episode,7-Sep-20,2553,24110,8373.765,29,300.835
,,,,,Make sure you declare the clothes you are wearing too!,19-Jul-24,45,24074,260.7847,4,5.835
,,,,,Police Dog Famous for Hunting Killers | London K-9 Unit,20-Nov-21,2775,24069,6128.8948,168,225.641
,,,,,Family Lost in the Wilderness - Rescue | Coast Guard Alaska | Full Episode,31-Jul-20,2553,24064,9102.7171,14,296.087
,,,,,What exactly is in her shoes?? #smuggling #airportsecurity #borderforce,5-Jan-24,44,24053,253.6956,28,0.435
,,,,,8 Years in Prison - Weekend Border Binge!,26-Oct-24,5340,24019,12571.7043,-2,500.786
,,,,,Is she a real model? - Thursday Border Patrol Binge,3-Oct-24,5530,23826,11458.1502,-5,210.279
,,,,,Guess Who's Smuggling Hash Brownies? | Border Security: Canada's Front Line,26-Oct-22,1306,23750,5598.8318,4,203.595
,,,,,Is Adultery Illegal in Canada? He's about to find out! #adultry #bordersecurity #customs,2-Jan-24,43,23722,246.493,4,3.004
,,,,,Sunday at the Canadian Border - Border Security Canada,30-Sep-24,5255,23466,12226.1447,17,348.646
,,,,,They'll just ship Khat as anything #khat #bordersecurity #smuggling #concealment,1-Jan-24,38,23311,215.6016,23,2.691
,,,,,Hunting Poachers & Human Traffickers | Border Security: Australia's Front Line,8-Oct-22,1341,23143,6050.1961,11,200.11
,,,,,Missing Man Rescue! | Coast Guard Alaska | Full Episode,7-Aug-20,2554,22878,9138.3507,14,277.622
,,,,,"If you go to Malaysia, they will scan your belly",30-Nov-23,45,22739,218.1729,20,3.085
,,,,,Sinking Ship Rescue! | Coast Guard Alaska | Full Episode,3-Aug-20,2553,22710,9413.3697,14,
,,,,,Border Security Australia rips apart bags looking for sausages #sausage #border,2-May-24,30,22690,189.7565,14,4.8
,,,,,Tattoo Artist Planning to Work Illegally in Canada | Border Security: Canada's Front Line,10-Jun-22,1301,22687,5487.668,15,215.06
,,,,,Border Patrol tears apart RV looking for illicit crumbs #borderpatrol #bordersecuritycanada,16-Apr-24,58,22370,277.9724,13,4.717
,,,,,They Don't Sell That Here - Border Dinner Ingredient Broadcast,16-Oct-24,5520,22055,11527.3297,7,587.602
,,,,,Hunter With Illegal Guns? | Border Security: Canada's Front Line,27-May-22,1311,21904,5417.4154,5,183.808
,,,,,"Go ahead, frisk me baby! #customs #airportlife #blinddate",29-Jan-24,15,21807,123.7623,23,3.052
,,,,,This kid is brave #smuggling #bordersecurity #marijuanalegalization,1-Jan-24,53,21687,220.0225,12,0.46
,,,,,Counterfeit Passport | Border Security: Australia's Front Line,18-Jun-22,1366,21537,3658.2137,50,189.653
,,,,,Dog Rescue at Sea! | Coast Guard PNW - Cape Disappointment Pacific Northwest | Full Episode,5-Sep-20,2553,21525,8027.8702,14,265.982
,,,,,Tobacco Raid | Border Security: Australia's Front Line,21-Aug-22,1390,21501,5731.6912,10,178.891
,,,,,Border Agents Break out Machine Guns | Border Security: Australia's Front Line,29-Aug-22,1325,21481,5494.0912,9,175.247
,,,,,Border Patrol cracks down on Illegal immigration - UK Border Force,25-Sep-24,5405,21424,8123.6077,11,326.614
,,,,,It's like medicinal man ... Border Security Australia,23-Sep-24,7011,21352,11671.2399,5,378.151
,,,,,Fisherman Stopped With Drugs | Border Security: Canada's Front Line,23-May-22,1301,21332,5093.355,11,187.364
,,,,,Mushrooms and Coke - Hump Day Border Binge!!!,23-Oct-24,5918,21214,11337.1123,-3,526.717
,,,,,72 Hours Behind the Scenes of an Iraqi War ER Unit,5-Dec-19,2972,21065,5192.4725,100,14.187
,,,,,Traces of Cocaine on Snowboarder's ID | Border Security: Canada's Front Line,27-Apr-22,1301,21029,5005.8097,9,180.63
,,,,,Is the juice hiding the juice? #canadaborder #smuggling,9-Apr-24,38,20926,202.7747,13,3.004
,,,,,Broken the Law? You can't go to Canada! #bordersecurity #airportsecurity #customs,9-Jan-24,36,20801,171.0336,14,2.84
,,,,,Sunday Morning Border Security,19-Aug-24,5535,20382,11032.845,4,248.54
,,,,,Lady Gaga Super Fan or Something More? | Border Security: Canada's Front Line,31-Oct-22,1306,20341,4720.2744,10,174.131
,,,,,Money Sniffing Police Dog | Border Security: Canada's Front Line,9-May-22,1301,20177,4810.9371,9,200.938
,,,,,Customs Finds a...Tiger Head? | Border Security: Canada's Front Line,30-Oct-22,1306,20174,4746.7191,5,171.639
,,,,,Man Swallows Cocaine Packets | Border Security: Australia's Front Line,20-Jun-22,1330,20148,4182.5232,16,166.189
,,,,,Border Security spots something suspicious in some packages #smuggling  #bordersecurityaustralia,29-Apr-24,21,20054,116.0905,21,4.246
,,,,,Long-Range Container Ship Medivac | Coast Guard: Cape Disappointment,12-Sep-20,2553,19836,7429.5315,19,234.778
,,,,,From Bali to the Bathroom - Is she smuggling? #borderforce #bordersecurity #bali,15-Jan-24,42,19628,184.209,12,2.391
,,,,,,,,,,,